otel_adi,yorum,yorum_basligi,puan,yorum_tarihi,konum,konaklama_tarihi,seyahat_turu,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,musteri_toplam_yorum_sayisi
Green Bay Resort & Spa,Berbat bir otel kesinlikle gitmenizi tavsiye etmiyorum. Restorantından temizliğini herşey çok vasat. Bayram sebebi ile tercih ettiğimiz bu otelde bütün olumsuzlukları yaşadık. Barlarda çalışan elemanlar yetersiz yemekler zaten berbat hiç belirtmek bile istemiyorum yaşadığımız olumsuz deneyimleri.(Böcekler kurtlar etin ne eti olduğu belirsizliği vs.). Küçücük küçücük alanları olan 700 kişi kapasiteyi doldurmak için ucuza servis edilmiş şaçma sapan bir otel. Paranızla rezillik çekmek isterseniz tabi ki tavsiye ederim.,Rezillik Çekmek İsteyenler İçin Tavsiye Edilir,1,May 2026,"İzmir, Türkiye",Mayıs 2026,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,Odalar ortalama kullanışlı fakat yastık namına hiçbir şey yok kesin yastıkla gelin. Yemeklerin çoğu tadı güzeldi ama çeşit azdı ve erkenden çoğu yemek bitiyor. Barda çalışan herkes çok nazik ve ilgiliydi. Kokteyl ve alkolleri güzeldi. Kalabalık zamanda gitmediğimiz içib rahat rahat zaman geçirdik fakat bence aile oteli daha çok. 16+ havuzu var fakat ordada hiç bitmeyen bir müzik var kafa dinlemeli değil açıkçası. Deniz için şunu söyleyebilirim akvaryum gibi bi deniz beklemeyin birden derinleşiyor ama çok güzeldi dalgasız bir denizi var.,Kafa dinleme tatili,3,May 2026,,Mayıs 2026,Çift olarak seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Fiyat-kazanç açısından çok uygun bir tesis. Temizlik,lokantacılık hizmetleri çok iyi. Resepsiyon,personel görevlerinin bilincinde. Cankurtaranlar Mert bey ve İçim hanıma ayrıca teşekkür ederiz. Ferhan-Ahmet Hakan",Adına uygun koy,5,May 2026,"İzmir, Türkiye",Mayıs 2026,Aileyle seyahat etti,,,,,,5 katkı
Green Bay Resort & Spa,"Green Bay Bodrumda 2 gece kaldık.2y+2ç(13 ve 9 yaş) Pazar sabah 08:00 gibi giriş yaptık(Bu sezon ilk misafirleri biz olduk), öncelikle Misafir ilişkilerinden Pırıl hanıma ilgisi ve desteği için teşekkür etmek istiyorum. Bellboy arkadaşımız Kemal bey bizi çok güzel karşıladı. Geçen sene de yaklaşık aynı tarihlerde kaldığımız için geçen sene ile kıyaslayacağım: özellikle aklıma gelen unsurlar şöyle: +Pazar, Ptesi ve Salı boyunca otelde yaklaşık 10 oda vardık ve herkes gözümüzün içine bakıyordu birşey istesek hemen ayağımıza geliyordu çok keyifliydi. +odamızı ana restoranın tam arkasına gelecek şekilde deniz manzaralı ana binada aile odasına upgrade ettiler, odamız geniş ve konforluydu. Manzarası anlatılmaz yaşanır:) (blokajı tesise ait oda almıştık), odamıza meyve tabağı ikramında bulundular +havlu kart uygulaması var ancak tüm şezlonglara(nerdeyse) rulo yapıp havlu koymuşlar, kartları kullanmadık. havluları deskten almadık. +En önemli artıya geldik: Yemek konusunun geçen seneyle alakası yok. Tüm ekip değişmiş hem inanılmaz çeşit artmış hem lezzet gelmiş. Kuzu kavurma, adana kebap, patlıcan kebabı ve dana tas kebabı gibi geçen sene görülmeyecek ürünler menüye girmiş. Fıstıklı baklava vardı. Kahvaltıda somon füme kaymak vs vardı. Yani demişler ki biz bundan sonra yemek konusunda vasat olmayacağız demişler. Ayrıca ilk gün kahvaltı hizmeti de verdiler. Daha bugün açtık sabah kahvaltıya kim gelecek dememişler. +Bir çok konuda otelde şu anda hepi topu 10 oda var demediler. Yeme içmede çeşitten personelden kısmadılar. 10 odalık kapasiteye animason mu olur canlı müzik mi olur demediler. +Animasyon şefi Utku bey yeni başlamış ve vizyonları değişmiş otelin, 26 Mayısta İskender Paydaş getirmeleri gibi bir çok konuda vizyonlarını değiştirmişler yani. +Sahildeki barda moninin meyve püresi şişelerine benzeyen şişelerde ancak monin marka olmayan meyve püreleri vardı ve o pürelerden kokteyl hazırlattık. şişe bira hala yok ancak içecek kalitesi çok değilse de bir tık yukarı taşınmış diyebiliriz. Kahlua ve baileys muadili içecekler var. baby guinness yaptırdık. :) +Personelin özellikle barlarda işbilgisi anlamında yine bir tık yukarı taşındığını söyleyebiliriz. +iskeledeki kabanaları sahile almışlar ve artık ücretli değil gibi algıladım, iskeleye daha çok şezlong koymuşlar. +Muhtemelen misafir çok az olduğu için iskelede ve plajda ve heryerde nerdeyse hep ayağımıza servis yaptılar. bara kendimiz gittiğimizde bile siz oturun biz hemen hazırlayıp getiriyoruz dediler. İlk aklıma gelenler bunlar oldu. İnanılmaz keyifli bir tatil yaptık. Tüm oteli kapatmış gibiydik çok çok ilginçti. Teşekkür ediyor ve herkese tavsiye ediyorum, green bay en az 1-2 gömlek üste çıkmış. Gidin gittirin :)",Çok güzel bir sezon başlangıcı oldu,5,May 2026,"Bursa, Türkiye",Mayıs 2026,Aileyle seyahat etti,,,,,,42 katkı
Green Bay Resort & Spa,Animasyon ekibi çok güzel di çok eğlendik yemekler gayet güzel ve sıcaktı odalar temizdi sahili güzeldi havuz gayet temiz gönül rahatlığıyla giriliir her sene tercih edeceğim oteller arasında,Başarılı otel,5,May 2026,,Mayıs 2026,Tek başına seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otel çalışanları çok ilgiliydi mini kulüp çalışanları güler yüzlüydü yemekler sıcak ve lezzetliydi odaların temizliği gayet güzeldi otel içerisi yeşilliklerle dolu mis gibi kafa dinlenecek bir yer konum olarak her şey tek kelime ile mükemmeldi :)),Herşey çok başarılı,5,May 2026,,Mayıs 2026,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Gerçekten öncelikle şunu söylemek isterim otelin konumu mükemmel. Biz kara manzaralı rezervasyon yaptırmıştık bizi bir sürpriz yapıldı. Deniz manzaraları verildi.İnce dokunuş Güvenlik karşılamasından tutun. Utku beye çok teşekkür ederim. Yemeklerin lezzeti mükemmel,Kibarlık nezaket memnuniyet kalite utku beye çok teşekkür ederim,5,May 2026,,Mayıs 2026,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Oteldeki çalışanlar çok güler yüzlü odalar gayet temiz mis gibi kokuyor yemeklerde harika genel olarak beğendik Teşekkürler 😊😊,Beğendik,5,May 2026,,Mayıs 2026,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otelin imkanları hizmeti yemekleri ve etkinlikleri çok hoşumuza gitti. Odaları temiz ve kullanışlı. Personelleri güleryüzlüydü tekrar gelmeyi planlıyoruz.,Harika bi otel!,5,May 2026,,Eylül 2025,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Oteli çok beğendik herkese çok Teşekür ederiz muhakkak tekrar geleceğiz,Harika otel,5,May 2026,,Mayıs 2026,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otelin her şeyi çok güzel di eğlenceli temiz güzel sesiz muhteşem manzara sabahı ayrı akşam ayrı çok eğlenceli çok beğendik seneye tekrar gelecez,Muhteşem manzara eğlenceli,5,May 2026,,Eylül 2025,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Gayet keyifliydi odaları temiz aktiviteleri bol çalışanları güler yüzlüydü,Gayet keyifliydi,5,May 2026,,Ağustos 2025,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Merhaba değerli misafirimiz, Öncelikle yorumunuz için teşekkür ederiz. Yapmış olduğunuz yapıcı eleştiriler bizim için çok önemlidir. Yaşadığınız olumsuz tecrübe için çok üzgün olduğumuzu belirtmek isteriz. Yorumunuzu dikkate alıp düzeltmeler yapacağımızı bilmenizi isteriz. Sizi yeni sezonda tekrar ağırlamak isteriz. Teşekkürler, Misafir İlişkileri",ESKİ / KALİTESİZ,2,Kas 2025,"İstanbul, Türkiye",Temmuz 2025,Aileyle seyahat etti,,,,,,77 katkı
Green Bay Resort & Spa,"Değerli misafirimiz, Sizi Green Bay Resort & Spa Bodrum`da ağırlamak bir zevkti. Misafirlerimize profesyonel ve güler yüzlü hizmet sunmak amacımızdır. Değerli yorumlarınızı bizimle paylaştığınız için teşekkür ederiz. Konaklamanızdan zevk aldığınız için çok mutluyuz. Otelimiz hakkındaki değerlendirmeleriniz, geri bildirimleriniz, tesisimizi geliştirmemize ve geliştireceğimiz alanları belirlememize yardımcı olmada gerçekten etkili. Otelimizi seçtiğiniz için bir kez daha teşekkür ederiz ve yakın gelecekte sizi Green Bay Resort & Spa Bodrum`da ağırlamaktan mutluluk duyarız. sevgiler, Müşteri İlişkileri Ekibi",Cennetten bir köşe,5,Eyl 2025,"Antalya, Türkiye",Eylül 2025,Çift olarak seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli misafirimiz, Sizi Green Bay Resort & Spa Bodrum`da ağırlamak bir zevkti. Misafirlerimize profesyonel ve güler yüzlü hizmet sunmak amacımızdır. Değerli yorumlarınızı bizimle paylaştığınız için teşekkür ederiz. Konaklamanızdan zevk aldığınız için çok mutluyuz. Otelimiz hakkındaki değerlendirmeleriniz, geri bildirimleriniz, tesisimizi geliştirmemize ve geliştireceğimiz alanları belirlememize yardımcı olmada gerçekten etkili. Otelimizi seçtiğiniz için bir kez daha teşekkür ederiz ve yakın gelecekte sizi Green Bay Resort & Spa Bodrum`da ağırlamaktan mutluluk duyarız. sevgiler, Müşteri İlişkileri Ekibi",mükemmel,5,Eyl 2025,,Ağustos 2025,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Konumu harika , doğayla içiçe sessiz çam kokuları geliyor.Havuzlar yeterli ancak daha temiz olabilirdi.Oda temizligi guzel her gün yapıldı.Akşam showları çok iyiydi.Türk gecesi yetersizdi.Yemekler 10 uzerinden 7.Gözleme evi var gayet lezzetli.Dondurması kaliteliydi.Kahvaltıda el açması sarıyer böreği ilk defa karşılaştım hoşumuza gitti.Yerli yabancı içecekler markalı.Personel kibar , samimi.Kompakt bir tesis çok yürüme durumunuz yok hersey yakın sayilir.İskele mevcut gayet iyi.Tamamen bir manzara oteli yeşil ve mavinin buluştuğu bir tablo gibi.Denizi durgun dalgasız hemen derinleşen bir deniz.Denizin suyu temiz mavi bayraklı bir plaj.Fakat denizin içi aşırı bulanık dibi görünmeyen bir deniz egede ilk defa karşılaştım boyle bir durumla.Sonuç olarak tavsiye ederim",Güzel bir deneyim ancak deniz bulanık olmasaydı iyiydi,5,Ağu 2025,"İstanbul, Türkiye",Ağustos 2025,Aileyle seyahat etti,,,,,,141 katkı
Green Bay Resort & Spa,"4gunluk tatilimizin üzülerek sonuna geldik,otelin konumu,yemekleri ozellikle sabah el acmasi yapilan borekleri cok guzeldi,personelin hepsi cok cok iyiydi gozlemeci teyzeden,dondurmacisina,servis calisanlarindan ,temizlikcisine kadar hepsi cok iyiydi.Otelin yüzde 85i dolu olmasina ragmen asla sezlong derdi olmadi,havuzlar cok buyuk kalabalik yok,yer kapma derdi yok,koy cok guzel deniz evet bulanik o da konumu geregi boyle, asla kirli degil.biz.cok.memnun kaldik.odamiz.hergun temizlendi cok ferah odalar zaten.peyzaji ayrı guzel ayrica aksam eglencesi hergun ayri keyifliydi cocukdan yetişkine uygun gosteriler vardı, miniclube calisanlari da cok ilgiliydi herkese tavsiye ederim",Keyifli tatilimiz,5,Ağu 2025,,Ağustos 2025,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Bir otelden ne beklersiniz..Karşılığını fazlasıyla alacağınız bir yer. Yorumları gelmeden okumuştum.. Çoğuna gülmüştüm olumsuz olanların.. Haklı olduğumu gördüm.. Personeller ilgisiz diyen kitlenin çoğu,ben bu otele para verdim.Herseyi satın aldım edasıyla yaklaşıyorlar çalışanlara.Gördüğüm tüm personele kolay gelsin demeye çalıştım.Zerre kadar ilgisizlik görmedim.Nasıl davranılmasını istiyorsan,öyle davranacaksın.. Temizlik konusunda standart seviyede azami özen gösteriliyor..Yatağın altına bakanlara,evlerinin durumunu bir an önce dönünce baksınlar derim.Rahat olun,normal bireyler oda temizliği konusunda problem yaşamayacaklardır. Yemekler bir cok otelin standardından yüksek.. Beğenmeyenlerin çoğunun tabağını az cok tahmin edebiliyorum.Muhakkak 3-4 parça damak tadına uygun yemek bulacaksınız..Ancak köfte,tavuk ve balık karışımları ayna anda denenirse lezzet karışabiliyor.Rahat olun yemek konusunda standart bireyseniz problem yaşamayacaksınız.. Çocuk havuzu,satandart seviyede..Çocukların beklentilerini karşılıyor. Bu konuda da rahat olun..Burasi bir koy.Denizi hafif ince çakıllı..Ve 3-4 metre sonra boyu geçiyor.. Bunu şikayet olarak yazmiyorum.Şikayet edenlere söylüyorum..bildiğim denizdeki çaķılın yerine kum koyacak ve kum olarak kalacak bir teknik yok..Yani doğal bir koy.Gelenler bu koyun tadını çıkartsın..Standart bireyseniz bu konuda da problem yaşamayacaksiniz.. Sinek konusu..Sinek var efendim.Ilaclama yapılıyor.Ama ilginç olan bizim evde de oluyor.Belediye ilaçlama yapıyor.Ilginc olan burda da yapılıyor.. Ufak bir önlemle Sinek problemi kalmıyor..Biz ufak tefek hasarla atlattık.. Rahat olun.Sinek kovucu ile gelin.Önlem alın.Problem yaşamayacaksinız...(Sinek aracını da ekledim..) Tur yetkilisi bizi karşılamadı diyenler olmuş.. Valla benide karşilamadilar.Cok basit 14:00 'da odamız hazırlandı..Resepsiyona gittik.kartımizi aldik.Odamiza gittik.Ha 2 saatte bekledik.Ama otel olanaklarindan yararlandik..Bizden sonra gelenlere otelde oda verdiler mi.Valla bu konuda kimseyi takip etmedim.Otel haritasından inceledik. Tur yetkilisi benimle 24 saat ilgilensin diye bir paket var mı bilmiyorum ama varsa ben öyle paket almadım. Otel deneyimlerinizi gidip görüp yaşayarak deneyimleyin.İlla yorumlari dikkate alacaksanız cok uçuk olan uçtu kaçtı,battı bitti gibi yorumları eleyin..Standardı bulursunuz. Sonuç olarak hersey güzeldi.. Trabzonlu Şafak beye ayrıca teşekkür ederim.Harika yönetiyor müşteri ilişkilerini... Nasıl davranilmasini istiyorsan öyle davranacaksın ilkesine istinaden.Biraz vicdan.. ""Son olarak;çocuk havuzunda turuncu renkli döner kaydiragin son noktasında tehlike oluşturacak vida var.Işlevi yok.Problem teşkil edebilir.sorumlu Can beye ilettim..Ben sökmeye çalıştım ama paslı olduğu icin çıkaramadım.. Bir an önce önlem alsanız iyi olur...."" Herşey için teşekkürler Green Bay ekibi..Fırsat olursa yine denerim.. Behlül Çil",Teşekkürler Green Bay...,5,Ağu 2025,,Ağustos 2025,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"2 sene önce geldik diye tekrar tercih ettik ve şuan otelden yazıyorum . Karşılaştırmalı gidelim ; KONUM : koyun içinde nezih ormanda etrafta bir şey yok bodruma 23 km ODA : ideal eşyalar eski sayılır balkonu küçük minibar hergün doluyor TEMİZLİK : düzenli yapılıyor ilk defa kendiliğinden oda temizlemeye gelenleri gördüm çarşaf 2 günde değişiyor DENİZ : dalgası yok denecek kadar az berrak turkuaz rengi gibi , taşlı ama rahatsız etmiyor derinlik artıyor şezlong sıkıntısı yok ÇALIŞANLAR : genel olarak güler yüzlü yardımsever İÇECEK : alkol eşim normal iyi dedi kokteyller bazı kişiler ( Kadir ) iyi yapıyor genelde kötü sayılabilir çok sıra yok , 2 sene önce masaya servis varken artık o kaldırılmış YEMEK : gelelim en önemli konuya VASAT ! Puanım 2/5 veririm EN FAZLA . Kahvaltı iş görür sıcak çeşitleri var öğle yemeği yok ! Hep aynı saçma sapan şeyler dönüyor tatsız tuzsuz hindi balık tavuk kızartma :( TATLIYI GÖREN VARSA SÖYLESİN ! inanılmaz lezzetsiz çeşit hep aynı gıda boyalı o mini ekler gibi bi şey işte . Akşam yemekleri 4 gündür buradayız ilk defa adam gibi birşey çıktı , 2 sene önce konsept yapılırdı o da Hak getire kaldırılmış . Snack barda önceden beyti döner İskender pizza vb şeyler menü şeklindeyken bu da kaldırılmış hep hamburger pizza makarna nugget çıkıyor artık insan bıkıyor ve gidip kendin alıyorsun . Yemekhanede kediler kol geziyor arılar da var buna önlem almaları lazım HAVUZ : 3-4 yerde temiz sayılır Aqua alanı yoğun oluyor temizlikleri eh işte İKRAM : waffle gözleme dondurma olayı iyi sıra yok gibi lezzetli . 2 sene önce algida dolaplarından alırken şimdi külah olayına dönülmüş bu da eksi . ANİNASYON : o kadar otele gittim EN SÜPERİ ! İnanılmaz özenli çeşitli eğlenceli geçti Kolombiya , Brezilya , akrobasi gecesi yapıldı . Çocuklar için de güzeldi sıkılmadı kızımız . Gündüz iskelede canlı müzik yapıldı o da iyi bir jestti . RUBATO konserine denk geldik yoğundu ama güzeldi . Ayrıca otel cyristal zincir otelden çıkmış el değiştirmiş ve bu çok büyük eksiklik olmuş. Yorumları dikkate alırsanız iyi olur .( Ayrıca restaurantta şeflerin bulunması lazım koordinasyon ve eksiklikler öneriler için . 2 sene önce bu da vardı ama şimdi yok .) Yardımcı olabildiysem ne mutlu ama ben bir daha gelmem !",Lezzet arayan başka yere !,3,Ağu 2025,"Ankara, Türkiye",Ağustos 2025,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Bu oteli 3 yıldır tercih ediyoruz. Güvenerek geldiğimiz otelin durumu içler acısı. Sanırım geçen sene otel crystal gruptan ayrılarak, işletmecilik tecrübesi olmayan birilerine satılmış. Temizlik :Yok öyle birşey Personel:Malesef asık suratlı bir çoğu. Sayı olarak az olmanın verdiği yorgunluktan da kaynaklı Mutsuzluklarını fark ediyorsunuz. Yemek:Sabah kahvaltıda çıkan taze börek hariç, vasat. Hele ızgara bölümüne hiç gitmeyin. Oda: Eski eşyalarla, bakımsız banyosu, olmayan temizliği ile kalmaya mecbur kalıyorsunuz. Havuz:Çocukların eğlence alanı olan aqua parkta çocuktan çok yetişkinler var. Sinek bar: İçecek almak için sürekli sıra bekliyorsunuz. Birde temizlik yapmak için her gün 17:30-18:00 arası kapatıyorlar.Ve bu hiç bir yerde yazmıyor. Animasyon ekibi:Tek dertleri sağa sola caka satmak olan, garip tipler. Nerede eski animasyon gösterileri, akşam yapılan showlar. Verdiğimiz paraya değmeyen bir tatil deneyimi.",Gerçek Tarafsız Yorum,1,Ağu 2025,,Ağustos 2025,,,,,,,1 katkı
Green Bay Resort & Spa,"Sevgili Misafirimiz, Yaşadığınız memnuniyetsizlikten dolayı üzgün olduğumuzu ifade etmek isteriz. Sunduğumuz hizmetin her zaman en yüksek standartlarda olması için çalışıyoruz ve yorumunuz bu hedefe ulaşmamızda çok değerli. Geri bildiriminiz ilgili departmanlarla paylaşılmış olup, gerekli iyileştirmeler yapılacaktır. Sizi tekrar aramızda görmek ve keyifli tatil anılarınıza yenilerini eklemek isteriz. Saygılarımızla, Müşteri İlişkileri Ekibi",Gerçekten kötü,1,Ağu 2025,,Ağustos 2025,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Ilk olarak otel genelinde kotu bir koku mevcut, teknelerin oldugu bolgeden geliyormus sanirim. Resepsiyon kismindaki calisanlar cogu seyden habersiz, ilgisizler. Saat 14:00 olana dek odamiza gecemedik biraz erken gelmis olmamiza ragmen. Odaya gecince de hayal kirikligina ugradik, oda o kadar nem ve kuf kokuyor ki temizlikte yerlerde. Banyoda copler unutulmus her yer kuf ve nem icinde. Temizlik konusunda 1 puani bile hak etmiyor. 5 yildizli otelde banyoda dus jel vs yok, istegimiz uzerine getirdiler, vip odalarda varmis sadece oyle soylediler saka gibi. Yemek konusuna gelirsek feci, yemek cesitliligi az, yemekler tatsiz, ac kaldim, o derece. Yemek alirken arkadan cig et tavuk kokulari geliyordu, acikcasi hicbir sey yiyemedim o kokulardan sonra. Hijyenik degildi asla. Denizi cok bulanik, hemen yakinda tekneler duruyor, pek temiz gelmedi bize. Calisanlar cok suratsiz, herkes isini zorla yapiyor. Biz erken cikis yapmayi bile dusunduk, o kadar memnuniyetsiz kaldik bu otelden. Belki erken check out yapariz. Gelmenizi onermeyiz. Ekstra olarak odamiz kotu kokuyor dedigimizde elinde oda kokusuyla gelip kokuyu bastirmaya calistilar, sasirdik kaldik. Ayriyetten icecek konusunda cok yetersizler, henuz alkol denemeye cesaret edemedik ama herhangi bir bardan kola bile alamiyorsunuz, makineleri calismiyormus. Yani sonuc olarak puanimiz 1. Gelmeyin.",En kotu otel deneyimimiz,1,Ağu 2025,,Ağustos 2025,,,,,,,1 katkı
Green Bay Resort & Spa,En güzel yanı denizi! Otel biraz bakımsız zemin kat iki odasını verdiler biri rutubet kokuyordu diğerine kapı açılır açılmaz sinekler arılar doluştu çocuklarımız odadan kaçtı. Söyledik oda değiştirdiler odalar eski ! Yemekler güzeldi restoran dahil her yerde sinekler ! Plajda bi sorun var mı diye geldi dart oynatan görevli plaj geceleri düzeltilmiyor önceki gün çocukların kazdığı çukurlar duruyor diye belirtiğim için “bütün derdin bu mu “ diye tepki aldım öyle ilgililer işte hem sorup hem tersleniyorsunuz! Yemek masasında ıslak mendil yok kürdan yok istenince veriliyor diyorlar istedim işte orda gidin alın şurda dendi🤨 snack bar kısmında hep buzluk ürünleri var (hamburger köftesi nugget patates) ve tavuk döner tatlılar Meyve eklenebilir!,Bakımsız ve İlgisiz bir işletme!,3,Ağu 2025,"İstanbul, Türkiye",Temmuz 2025,Arkadaşlarla seyahat etti,,,,,,60 katkı
